Егор,@egorrubi
Егор,@egorrubi
1613707243,Rubiman,"Джангл, Топ",Серебро,https://op.gg/ru/lol/summoners/ru/Rubiman-RU1?queue_type=TOTAL,Rubiman,2025-07-22 19:27
